Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Churn
1.1251003879276742,1.1781238410530122,0.4935160352028785,0.7908798796771749,-0.614277771101948,1.3470199513234653,1.4195150890495365,1.3573246619264427,0.9660407980573626,-1.9811386216962694,1.3255075905955855,0.4388908550357794,1
-0.5646408555493516,3.638629100576133,-1.5224146942667398,-1.5417047692833283,1.6166972043694552,4.781310109034276,3.1902921949543805,-0.8902544200486536,1.4388263794542226,-3.828747577648494,-2.0545186483760753,,0
0.5163128512174624,2.1654263330023067,-0.6284857063107556,-0.38692290323133016,0.4925177447492881,1.4423808272935639,1.3329045714670067,-1.9581754288830124,-0.3488031548729745,-1.8041241003689583,1.1180374440937952,,0
0.5372817276770705,0.9666178090486458,-0.11542030120241245,0.6707549821435927,-0.9585157955564776,0.871439608625775,0.5081856295573112,-1.0344713570175377,-1.6541764402276586,-1.9105026128910345,0.5193460864490811,-0.09452880264060179,1
0.27838450759511846,1.0658279633802807,-1.7249168959418097,-2.235666552795251,0.7151073004019334,0.7312485208153647,-0.6741188515855767,0.5983301738078541,-0.5242827429098788,1.0476099591928825,0.2967099927667274,,0
1.2753636027276043,0.8465963500887727,0.03372310292137513,-0.4083336445249399,-0.2731156980037299,1.1971411035321913,0.613566701455055,0.7723145844407059,-0.13552626897887088,-0.37976366232829667,1.0797181711052573,,1
2.6630436511523765,-1.265577171653201,-0.33394559630536247,-0.5678801003071783,0.8061986335317128,-2.3301330399526403,-0.4760781200582829,0.2128198468830529,0.7160457490404942,4.412829942530015,-3.370287252014438,,0
1.1655431515326278,-1.432565953939383,-0.660028148910743,-0.7727362379847326,3.8648910689774416,-2.404560405704074,1.5593625536223954,0.5494295074357635,-1.2290179365531857,5.112476830495065,-1.6697174367328536,,1
2.2531131340832014,-0.38074286654273437,-0.26432148874017936,0.1252454023474563,-0.3006378116889292,-2.9845862842217397,-1.337590019393459,1.2802152727174614,0.8515763202461846,2.7039273243281667,-0.8578567533159223,-0.09354344669553444,0
-0.4714718875668513,-0.9429552276527002,-0.32489481464022496,-1.653257877435248,1.3140063333191994,4.286545267737683,2.193685187404339,0.16924540481896463,0.8336373968036918,0.5078777155073915,0.4445768810724486,,0
-2.4412901347037783,-1.626300176166939,0.9952903995220314,-1.802398682828474,0.17450790454408727,-0.2038872460812784,-2.430169400225453,-0.061229375201977056,-0.499635403112483,1.853368502957186,3.9702705761433648,,0
